claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
18490,44,M,0.0,77,37845,0,0,Rent,15010,10/19/2015,Monday,Parking Lot,0,0.0,87,Broker,0,3506.429793,6.0,Compact,45753.28108,other,13382.88912,0
18491,47,F,1.0,71,38505,1,1,Own,85026,4/5/2015,Sunday,Local,2,0.0,11,Online,1,4437.607057,8.0,Compact,19925.22332,red,43445.81219,0
18492,32,F,0.0,58,34660,0,0,Own,85077,2/5/2015,Thursday,Local,2,1.0,1,Phone,1,6459.722622,1.0,Medium,13901.60683,red,15240.44562,0
18493,41,F,0.0,92,37141,1,1,Own,20141,7/17/2016,Sunday,Highway,1,0.0,39,Broker,1,1327.427004,7.0,Medium,39031.4485,gray,7140.979670999999,1
18494,22,M,1.0,75,30901,0,1,Rent,20111,9/16/2015,Wednesday,Local,2,1.0,50,Phone,1,5504.812009,8.0,Large,65361.45291,white,25653.78524,0
18495,32,M,0.0,71,34648,0,1,Own,15025,3/24/2015,Tuesday,Local,0,0.0,50,Broker,0,5849.014123,5.0,Large,9223.338324,blue,24667.32516,0
18496,38,M,1.0,83,36370,1,0,Own,15042,9/10/2015,Thursday,Local,0,1.0,50,Phone,1,3452.248072,8.0,Large,29676.32076,blue,34512.56327,0
18497,26,F,1.0,62,32560,0,0,Rent,85017,12/23/2015,Wednesday,Local,0,0.0,89,Phone,1,5126.088448,7.0,Large,9533.348706,blue,15447.71909,0
18498,44,M,0.0,64,37843,1,0,Own,50025,3/31/2016,Thursday,Highway,0,0.0,1,Phone,1,6561.520192,2.0,Large,32921.98833,gray,15752.27589,0
18499,28,M,1.0,53,33318,0,1,Rent,85012,11/14/2015,Saturday,Parking Lot,0,0.0,63,Broker,1,9617.663824,8.0,Medium,7917.075644,other,39598.39544,0
18500,20,F,0.0,45,29951,1,0,Own,85022,1/14/2015,Wednesday,Highway,0,0.0,78,Phone,1,3265.231142,5.0,Medium,22065.80065,black,15030.22475,0
18501,59,M,1.0,82,40786,1,1,Rent,50014,4/5/2015,Sunday,Local,0,0.0,14,Phone,1,7362.214075,5.0,Compact,23180.48164,other,26723.76622,0
18502,56,M,1.0,86,40245,1,0,Own,15025,10/4/2015,Sunday,Highway,0,0.0,12,Broker,0,4239.483485,6.0,Medium,45264.71222,black,18953.22133,0
18503,73,M,0.0,67,42917,0,1,Rent,15025,12/5/2015,Saturday,Highway,0,1.0,1,Broker,0,5212.355406000001,3.0,Compact,25540.97408,other,57577.19318,0
18504,43,M,1.0,80,37610,1,1,Own,15052,7/6/2015,Monday,Highway,0,0.0,84,Broker,0,3631.451901,4.0,Medium,35627.89039,silver,6490.426964,0
18505,51,F,0.0,67,39326,0,1,Rent,50013,11/6/2015,Friday,Local,0,0.0,97,Broker,0,4370.032154,3.0,Compact,37474.046180000005,black,36122.87318,0
18506,57,F,1.0,89,40443,1,0,Own,85050,1/14/2016,Thursday,Highway,0,0.0,21,Online,0,4188.938344,4.0,Compact,14435.829930000002,silver,24961.38404,0
18507,55,F,1.0,32,40069,1,1,Rent,20106,6/1/2015,Monday,Local,0,0.0,59,Phone,1,4233.226978,3.0,Compact,21438.66869,blue,11847.00481,1
18508,33,M,0.0,41,34962,1,1,Own,85024,3/8/2016,Tuesday,Parking Lot,0,0.0,51,Broker,0,3213.0326,9.0,Compact,38246.92864,black,23651.51167,1
18509,46,M,1.0,81,38278,1,0,Rent,85029,7/8/2016,Friday,Highway,1,1.0,99,Phone,1,3952.292241,3.0,Medium,19455.76181,red,15948.39262,0
18510,38,M,1.0,87,36379,0,1,Rent,85076,7/2/2015,Thursday,Parking Lot,2,0.0,24,Phone,1,6361.491484,11.0,Large,14415.88421,white,34574.63393,0
18511,44,M,1.0,74,37826,1,0,Rent,85050,11/6/2015,Friday,Local,2,0.0,57,Phone,1,10761.2259,5.0,Compact,22857.3256,white,17186.94873,0
18512,74,F,0.0,53,43024,1,1,Rent,15004,4/19/2015,Sunday,Highway,0,0.0,67,Broker,1,3235.495964,9.0,Compact,16273.028069999998,other,11728.59696,0
18513,68,M,1.0,86,42163,0,1,Rent,20111,9/25/2016,Sunday,Parking Lot,0,0.0,57,Phone,0,4378.308673,7.0,Large,25149.81555,gray,17192.87559,0
18514,34,M,1.0,82,35262,1,1,Own,20120,12/21/2016,Wednesday,Parking Lot,0,0.0,20,Online,0,5923.034732,4.0,Large,14380.60656,red,24299.92605,0
18515,33,F,1.0,87,34964,0,1,Rent,50031,7/3/2015,Friday,Local,0,0.0,32,Phone,1,5946.510469,6.0,Medium,11975.58194,silver,13774.09243,1
18516,34,M,0.0,89,35268,1,1,Own,80040,12/3/2015,Thursday,Local,0,0.0,30,Broker,0,4676.554784,3.0,Medium,36609.29037,red,17994.75812,0
18517,83,M,1.0,78,44188,1,0,Own,20153,4/20/2016,Wednesday,Highway,1,0.0,29,Phone,1,5298.701147,6.0,Medium,8453.906854,silver,4670.336104,0
18518,34,F,1.0,78,35259,1,1,Own,85002,8/11/2016,Thursday,Highway,0,1.0,36,Online,0,3784.235655,2.0,Compact,41632.29751,black,16814.26337,0
18519,49,F,0.0,83,38922,1,1,Rent,50008,5/13/2016,Friday,Parking Lot,0,0.0,1,Phone,1,3487.802818,4.0,Compact,38933.15007,red,12748.69818,0
18520,34,F,1.0,92,35266,0,1,Rent,80002,9/14/2016,Wednesday,Highway,0,0.0,52,Broker,0,8917.554138,5.0,Medium,20535.81504,black,5529.405767,0
18521,54,M,1.0,77,39891,1,0,Own,80022,2/14/2015,Saturday,Parking Lot,1,0.0,71,Broker,1,5707.085847,3.0,Large,11212.44271,blue,16517.63407,0
18522,50,F,0.0,95,39122,1,1,Own,80004,11/27/2015,Friday,Local,0,1.0,71,Broker,0,5605.803119,8.0,Large,7197.314436,blue,9932.428031,0
18523,41,F,1.0,61,37140,0,1,Rent,20107,3/8/2015,Sunday,Parking Lot,0,0.0,22,Online,0,5898.759702,5.0,Large,14905.89789,blue,9428.361765,1
18524,24,M,0.0,87,31782,1,1,Rent,15018,1/31/2015,Saturday,Highway,0,0.0,50,Broker,1,5401.176861999999,6.0,Compact,11824.30158,white,13883.95476,0
18525,25,F,1.0,76,32181,1,1,Rent,85018,6/14/2015,Sunday,Local,2,1.0,5,Broker,1,6151.415943,8.0,Compact,14344.356430000002,black,13615.54352,0
18526,53,F,1.0,85,39695,1,0,Own,15046,6/6/2015,Saturday,Local,0,0.0,8,Broker,1,4448.775143,5.0,Compact,18407.07575,blue,10146.56857,0
18527,53,M,1.0,92,39697,1,0,Own,50047,7/22/2016,Friday,Local,0,1.0,76,Broker,1,2961.131957,3.0,Large,14621.55121,blue,23206.44925,0
18528,30,M,0.0,87,33999,1,1,Rent,50048,3/31/2016,Thursday,Parking Lot,0,0.0,2,Broker,0,4877.689093999999,3.0,Large,36006.06569,gray,20341.52154,0
18529,32,F,1.0,76,34669,1,1,Rent,80026,10/18/2016,Tuesday,Parking Lot,1,0.0,9,Broker,1,4743.915779999999,3.0,Compact,16015.65044,gray,29165.2895,1
18530,65,M,1.0,86,41748,0,0,Rent,80107,7/30/2015,Thursday,Local,0,0.0,42,Broker,1,7323.674212999999,4.0,Compact,38619.2318,white,15600.60179,0
18531,29,F,1.0,70,33682,1,0,Rent,50033,5/6/2016,Friday,Local,0,0.0,10,Broker,1,6973.543454000001,6.0,Compact,23443.92502,silver,22811.74451,0
18532,34,M,0.0,73,35268,1,1,Rent,15001,6/3/2016,Friday,Parking Lot,1,0.0,2,Phone,1,6906.421785,2.0,Medium,20370.79996,silver,17682.05817,0
18533,37,M,0.0,87,36105,1,1,Own,15019,8/15/2016,Monday,Highway,1,0.0,29,Online,0,4700.508225,7.0,Large,11735.88482,red,24885.40578,0
18534,39,F,1.0,47,36638,1,1,Rent,20120,3/30/2016,Wednesday,Parking Lot,0,1.0,95,Broker,1,7042.231338,7.0,Compact,17063.04134,white,21041.16102,0
18535,32,F,1.0,76,34659,1,1,Own,50028,7/18/2016,Monday,Local,1,1.0,14,Broker,1,3365.31071,5.0,Large,18426.49302,gray,6619.052209,1
18536,68,F,1.0,98,42189,0,1,Rent,85035,4/25/2016,Monday,Local,1,0.0,100,Phone,0,7405.328998999999,7.0,Compact,13979.19289,gray,12769.73586,0
18537,56,F,1.0,87,40246,1,0,Rent,85076,11/13/2016,Sunday,Parking Lot,2,0.0,99,Broker,1,5119.520528,7.0,Compact,6746.325397,silver,10817.57281,0
18538,40,F,1.0,74,36882,1,1,Rent,15022,11/16/2016,Wednesday,Local,1,0.0,40,Online,1,4574.684985,5.0,Large,50491.15219,gray,16607.22731,0
18539,32,M,0.0,10,34657,1,0,Rent,85075,5/2/2016,Monday,Local,1,0.0,100,Phone,1,2834.680591,4.0,Compact,18872.11581,red,12182.41282,1
18540,53,M,0.0,73,39692,0,0,Own,15003,2/13/2016,Saturday,Local,1,0.0,100,Broker,0,3427.307728,6.0,Medium,17273.56508,blue,18793.02215,0
18541,45,F,1.0,67,38062,1,0,Own,50041,1/28/2016,Thursday,Local,0,0.0,5,Phone,0,5416.122622999999,12.0,Large,7900.851643999999,blue,32660.96275,0
18542,58,M,0.0,70,40601,1,0,Own,15009,2/1/2015,Sunday,Parking Lot,0,0.0,50,Phone,0,3371.481222,2.0,Large,28386.85199,red,5320.908063,1
18543,41,M,1.0,86,37137,1,1,Own,50048,1/1/2016,Friday,Local,0,0.0,50,Broker,0,7500.877815000001,9.0,Compact,16362.3893,red,20896.13638,0
18544,40,M,1.0,84,36889,0,0,Rent,50008,4/17/2015,Friday,Local,0,0.0,95,Phone,0,6896.486583,3.0,Large,30346.79316,white,14089.35308,0
18545,47,M,1.0,40,38501,1,1,Rent,15003,4/22/2015,Wednesday,Parking Lot,0,0.0,89,Broker,1,5827.532437,4.0,Compact,15062.18884,black,20409.86431,1
18546,44,F,0.0,43,37822,1,1,Own,80106,3/24/2016,Thursday,Local,0,0.0,4,Online,0,5750.012747,3.0,Large,16624.9591,black,12188.04096,0
18547,48,F,1.0,55,38716,0,1,Rent,80027,8/16/2016,Tuesday,Local,0,0.0,87,Broker,0,3407.99971,2.0,Large,9036.903474,gray,33352.834039999994,0
18548,39,F,1.0,83,36645,1,1,Rent,50022,6/10/2016,Friday,Local,0,0.0,7,Broker,1,8874.33325,7.0,Compact,26675.38167,white,32114.90712,0
18549,47,F,1.0,89,38485,1,1,Rent,15054,9/8/2015,Tuesday,Local,0,0.0,21,Broker,0,4214.22876,5.0,Medium,12107.10929,silver,18626.544,0
18550,40,M,1.0,86,36890,1,0,Own,85079,3/15/2015,Sunday,Parking Lot,0,0.0,40,Phone,1,2260.613673,5.0,Compact,9451.968737,other,22636.26232,0
18551,26,F,1.0,65,32576,1,0,Rent,15012,9/5/2015,Saturday,Parking Lot,2,0.0,4,Online,1,6316.518467,5.0,Large,38616.29091,other,26635.09062,0
18552,34,M,0.0,79,35272,0,1,Own,85050,1/19/2016,Tuesday,Local,0,0.0,31,Online,1,1401.852367,5.0,Large,28806.88663,blue,33125.13464,1
18553,63,F,1.0,83,41439,0,0,Own,20101,2/29/2016,Monday,Local,1,1.0,6,Online,1,3979.249847,7.0,Compact,11795.91659,blue,9485.948127,0
18554,62,F,1.0,53,41274,1,1,Own,80012,8/2/2015,Sunday,Local,0,1.0,93,Phone,0,7005.189224,2.0,Large,23563.35637,gray,22074.46898,0
18555,54,M,0.0,40,39890,1,1,Own,50033,10/14/2015,Wednesday,Highway,0,1.0,88,Broker,0,7176.768537000001,5.0,Large,18346.90132,black,28761.3014,0
18556,60,M,1.0,79,40928,1,1,Own,15022,3/31/2016,Thursday,Highway,0,0.0,90,Broker,0,2654.400543,6.0,Medium,13109.33173,blue,8507.248287,0
18557,31,F,1.0,84,34348,0,0,Own,80016,3/18/2015,Wednesday,Parking Lot,2,1.0,36,Broker,1,5488.409774000001,4.0,Large,11371.1674,blue,35366.20268,0
18558,42,M,1.0,60,37375,0,1,Rent,80023,5/1/2015,Friday,Local,0,0.0,50,Online,0,8493.682103000001,2.0,Medium,28293.54226,gray,28488.40621,0
18559,44,F,0.0,64,37876,1,1,Rent,15021,10/4/2016,Tuesday,Parking Lot,0,0.0,2,Phone,1,6626.515504999999,8.0,Medium,8354.073328,black,56233.56445,0
18560,48,F,0.0,82,38708,1,0,Own,80002,4/14/2016,Thursday,Parking Lot,0,0.0,41,Broker,1,8043.164465000001,6.0,Medium,15561.79303,blue,42221.27377,1
18561,52,F,0.0,82,39507,1,1,Own,80102,4/6/2015,Monday,Parking Lot,3,0.0,20,Broker,1,4101.458645000001,3.0,Medium,11148.7002,white,12997.153,0
18562,45,M,1.0,81,38062,1,1,Rent,85083,1/14/2015,Wednesday,Local,0,0.0,15,Broker,0,5289.454361,5.0,Medium,17033.13826,white,36008.85228,0
18563,32,F,1.0,96,34660,0,0,Own,80102,10/4/2016,Tuesday,Highway,0,0.0,100,Broker,1,4288.195331,2.0,Large,51316.99054,white,24512.41244,0
18564,69,M,1.0,88,42360,1,1,Rent,85077,12/7/2016,Wednesday,Local,2,0.0,15,Phone,1,7039.582590999999,5.0,Compact,9651.623316,other,9965.894794,0
18565,31,M,1.0,93,34335,0,0,Own,20148,5/30/2015,Saturday,Parking Lot,1,0.0,50,Phone,1,6120.245608,6.0,Compact,13376.42749,silver,18997.47207,0
18566,44,M,0.0,38,37856,1,1,Own,50008,9/21/2015,Monday,Highway,0,0.0,89,Broker,1,6960.740245,8.0,Medium,38643.40558,other,13431.914969999998,1
18567,40,M,1.0,54,36884,1,1,Rent,50022,5/22/2016,Sunday,Local,0,0.0,15,Phone,1,1609.577846,4.0,Medium,24736.8973,blue,26570.35668,0
18568,94,M,1.0,76,45433,1,1,Rent,80044,6/9/2016,Thursday,Local,3,0.0,24,Broker,1,10069.28997,2.0,Medium,13966.82521,red,43069.14165,1
18569,26,M,0.0,79,32576,1,1,Rent,15021,4/21/2016,Thursday,Parking Lot,0,0.0,6,Broker,0,4097.393423,5.0,Large,11146.3395,black,28246.75432,0
18570,40,F,1.0,73,36899,1,1,Own,15009,6/28/2015,Sunday,Local,0,1.0,50,Broker,0,6320.262176,3.0,Compact,11496.13804,black,22569.61219,0
18571,70,M,1.0,58,42488,1,0,Own,85028,11/30/2016,Wednesday,Highway,0,0.0,50,Broker,0,2417.922997,5.0,Compact,29214.5357,gray,19172.68928,0
18572,35,F,1.0,90,35569,1,1,Own,20102,6/11/2015,Thursday,Local,0,0.0,42,Broker,0,8324.52325,1.0,Large,35616.55101,gray,12349.1839,0
18573,43,M,1.0,79,37606,1,1,Own,20122,5/27/2015,Wednesday,Local,1,1.0,7,Broker,0,6777.643361,6.0,Medium,33929.56769,gray,13588.6204,0
18574,31,F,1.0,78,34334,1,0,Rent,85022,10/1/2015,Thursday,Parking Lot,0,0.0,46,Broker,0,4423.472826,5.0,Medium,34361.52912,silver,26901.2948,0
18575,58,M,1.0,56,40595,1,1,Rent,20146,2/10/2015,Tuesday,Highway,0,0.0,48,Broker,1,5674.849981,6.0,Compact,41503.3039,red,13692.27739,0
18576,37,F,1.0,58,36103,1,0,Rent,50031,5/17/2015,Sunday,Local,0,1.0,16,Broker,1,1800.79328,6.0,Medium,39921.30987,gray,18797.63967,0
18577,49,M,1.0,79,38930,1,1,Own,20148,7/9/2015,Thursday,Local,0,0.0,50,Phone,0,5442.492915999999,5.0,Medium,27026.08001,silver,16751.56196,0
18578,58,F,1.0,93,40593,1,0,Own,80021,8/19/2015,Wednesday,Parking Lot,0,0.0,21,Phone,1,3596.333569,6.0,Large,72192.49706000001,gray,5511.246120000001,0
18579,43,M,1.0,91,37606,0,0,Rent,20153,8/24/2016,Wednesday,Local,0,0.0,92,Phone,1,6730.168403,2.0,Large,23549.66789,black,18456.5911,0
18580,48,M,1.0,88,38733,0,1,Own,15025,2/18/2016,Thursday,Highway,1,1.0,69,Phone,1,1341.026789,3.0,Large,12006.09339,silver,37769.7643,0
18581,48,F,1.0,69,38708,1,1,Rent,50014,5/4/2015,Monday,Highway,3,0.0,76,Broker,1,6484.13681,3.0,Medium,33707.22791,gray,13510.10487,0
18582,34,F,0.0,51,35271,1,0,Rent,80021,12/25/2016,Sunday,Local,2,0.0,77,Phone,1,1682.400305,2.0,Large,16048.02035,silver,9455.052229,0
18583,50,F,0.0,93,39122,0,0,Own,85046,8/30/2015,Sunday,Local,0,0.0,94,Broker,0,5123.386728,6.0,Large,40513.95528,blue,32906.73466,0
18584,51,M,1.0,71,39297,0,1,Own,20102,1/7/2016,Thursday,Local,0,0.0,66,Phone,1,4478.083591,4.0,Medium,42461.55941,silver,16266.2303,0
18585,39,F,1.0,79,36632,1,0,Own,20105,8/28/2016,Sunday,Local,0,1.0,39,Phone,1,5801.931657,5.0,Compact,43372.5665,black,24990.23153,0
18586,32,M,0.0,83,34672,1,0,Rent,50033,9/28/2015,Monday,Highway,0,0.0,98,Broker,1,5593.674679,1.0,Medium,19747.60019,black,29393.87822,0
18587,28,F,1.0,81,33318,1,1,Own,85020,5/8/2016,Sunday,Local,0,0.0,1,Broker,0,3428.289752,4.0,Compact,10923.36356,gray,9300.48558,0
18588,30,M,1.0,54,34029,1,1,Rent,80017,12/22/2016,Thursday,Parking Lot,1,0.0,50,Phone,0,5607.285944,6.0,Large,23518.77353,black,51948.27702,0
18589,24,M,0.0,92,31790,1,0,Rent,85029,1/9/2015,Friday,Parking Lot,0,0.0,66,Broker,0,10017.77683,6.0,Large,8486.653737999999,red,27900.93897,0
18590,24,F,1.0,68,31782,1,1,Rent,50054,5/19/2016,Thursday,Parking Lot,0,0.0,15,Phone,0,5159.1215,1.0,Compact,30616.71713,blue,11462.77597,0
18591,35,F,1.0,92,35553,1,1,Own,20142,4/29/2015,Wednesday,Parking Lot,0,0.0,50,Online,1,12631.06862,8.0,Medium,30926.65264,gray,12882.59511,0
18592,42,M,1.0,71,37387,1,1,Own,80023,6/8/2016,Wednesday,Highway,0,0.0,59,Phone,1,7426.909599,7.0,Medium,26674.59498,black,47481.70543,0
18593,45,M,1.0,79,38075,0,0,Rent,80021,6/29/2016,Wednesday,Local,0,0.0,51,Broker,1,7245.543004999999,2.0,Large,12443.88077,white,42923.15024,1
18594,40,F,0.0,85,36889,1,1,Own,15035,6/10/2015,Wednesday,Parking Lot,0,0.0,1,Phone,0,4979.263144,7.0,Large,13894.2268,gray,17162.34149,0
18595,48,M,0.0,84,38712,1,1,Own,80022,4/29/2015,Wednesday,Parking Lot,0,0.0,94,Broker,1,3807.500274,7.0,Medium,14965.47546,other,18290.51925,0
18596,40,F,0.0,89,36902,1,1,Rent,50054,8/13/2016,Saturday,Parking Lot,0,0.0,50,Phone,0,7783.530245999999,5.0,Medium,28153.44018,gray,11264.03307,0
18597,39,M,0.0,80,36629,1,1,Rent,80002,4/22/2016,Friday,Highway,0,0.0,100,Broker,0,4612.584388,3.0,Compact,25244.75761,white,28546.242360000004,0
18598,33,F,1.0,27,34982,1,1,Rent,80027,7/18/2015,Saturday,Parking Lot,0,0.0,68,Broker,1,4018.966286,6.0,Large,9710.397279,red,6299.742092,1
18599,52,M,1.0,76,39524,0,1,Own,85033,1/22/2015,Thursday,Local,0,0.0,96,Phone,0,5340.651552,5.0,Compact,30892.641030000003,black,8462.448955,0
18600,48,F,1.0,81,38704,0,1,Own,20113,10/20/2015,Tuesday,Highway,0,0.0,50,Online,0,4843.266965999999,4.0,Large,25731.50929,gray,29567.47573,0
18601,30,F,1.0,58,34011,1,0,Own,50025,9/1/2015,Tuesday,Local,0,1.0,95,Broker,0,4249.930818,3.0,Compact,39523.01586,white,29095.84019,0
18602,22,F,1.0,81,30923,1,1,Own,80033,3/12/2016,Saturday,Highway,1,1.0,26,Broker,1,12642.506,6.0,Compact,55292.59458,black,39945.72578,0
18603,58,F,1.0,95,40599,0,0,Own,50013,1/7/2016,Thursday,Parking Lot,0,1.0,12,Broker,1,5397.419398,4.0,Compact,7061.582394,silver,35516.25999,1
18604,47,M,1.0,71,38497,0,0,Rent,80044,4/29/2015,Wednesday,Local,1,1.0,37,Phone,0,4181.4454240000005,4.0,Compact,28708.319710000003,blue,18288.18866,0
18605,61,M,1.0,89,41114,1,1,Own,20129,10/30/2016,Sunday,Highway,0,0.0,1,Broker,0,3843.041133,7.0,Large,16845.19482,black,26125.6972,0
18606,61,M,1.0,58,41108,0,1,Rent,15012,12/1/2015,Tuesday,Local,1,0.0,74,Broker,0,4161.321628,13.0,Compact,10912.79894,other,17045.12214,0
18607,35,M,1.0,50,35540,1,1,Own,20151,3/27/2015,Friday,Highway,0,1.0,77,Broker,1,6438.735458,3.0,Large,23584.01528,white,14801.96388,0
18608,45,M,1.0,75,38065,0,0,Rent,15009,8/21/2015,Friday,Local,0,1.0,71,Phone,0,3918.175517,5.0,Large,23331.95634,blue,39544.52415,0
18609,57,M,1.0,82,40421,1,0,Rent,50011,5/2/2015,Saturday,Local,0,0.0,20,Broker,1,5410.506382,6.0,Compact,32807.33108,white,21717.1991,0
18610,39,M,0.0,64,36628,1,1,Own,20115,4/28/2015,Tuesday,Highway,0,0.0,12,Phone,1,5008.56495,7.0,Large,19895.03089,blue,29444.09021,0
18611,50,M,1.0,91,39115,1,1,Rent,80023,1/21/2016,Thursday,Local,3,1.0,47,Phone,1,5308.812493,5.0,Large,30931.09489,black,20560.23213,0
18612,54,M,1.0,75,39882,1,1,Rent,80103,7/17/2015,Friday,Local,0,0.0,0,Broker,0,4230.389501,4.0,Compact,21620.07983,blue,29409.31312,0
18613,43,M,0.0,87,37616,0,1,Own,15004,10/17/2015,Saturday,Parking Lot,0,0.0,9,Online,0,6949.979831000001,5.0,Large,31860.546510000004,gray,25352.62137,0
18614,41,F,0.0,69,37138,0,1,Rent,85002,3/13/2016,Sunday,Highway,0,0.0,50,Online,1,3599.004754,4.0,Compact,7688.564573000001,gray,31605.17811,1
18615,51,M,1.0,45,39310,1,1,Rent,85033,11/28/2016,Monday,Highway,0,0.0,63,Phone,1,6338.418145000001,5.0,Compact,14628.96496,blue,19133.13707,0
18616,59,F,1.0,75,40781,1,0,Rent,20106,5/31/2016,Tuesday,Local,0,1.0,34,Online,1,4503.623541,5.0,Large,39357.50508,blue,21872.52214,0
18617,41,F,1.0,54,37141,1,0,Own,50038,3/15/2015,Sunday,Highway,0,0.0,3,Broker,1,1511.430393,2.0,Compact,27583.97172,red,21726.31689,0
18618,30,M,1.0,73,34017,0,1,Own,50043,1/6/2016,Wednesday,Parking Lot,1,1.0,76,Broker,1,2184.906485,3.0,Medium,17612.793380000003,black,20158.55935,0
18619,43,F,1.0,86,37629,1,1,Own,50006,6/22/2016,Wednesday,Local,0,0.0,70,Phone,1,2439.259319,6.0,Medium,12393.5694,white,10462.26518,1
18620,30,F,0.0,59,34026,0,0,Own,85041,10/17/2016,Monday,Local,1,0.0,0,Broker,1,4673.187736,5.0,Compact,34471.82312,silver,39771.29014,1
18621,52,F,0.0,69,39509,1,1,Own,20146,6/11/2016,Saturday,Local,1,0.0,37,Broker,1,2948.668146,7.0,Compact,31193.89677,silver,24101.77705,0
18622,61,F,1.0,65,41112,1,1,Rent,80022,3/26/2015,Thursday,Local,0,0.0,62,Phone,0,4212.871863,3.0,Compact,31071.293380000003,silver,11496.52239,0
18623,45,F,1.0,91,38063,1,0,Own,80017,1/1/2015,Thursday,Local,0,0.0,51,Broker,1,4150.534754,4.0,Medium,24861.86157,gray,12665.76641,0
18624,50,M,0.0,45,39114,0,1,Own,85010,2/13/2015,Friday,Parking Lot,0,0.0,1,Broker,0,6818.095862,4.0,Medium,33062.52145,other,34641.550489999994,0
18625,57,F,1.0,93,40421,0,1,Rent,50023,7/22/2016,Friday,Highway,0,0.0,98,Broker,1,4210.472449,3.0,Compact,19171.83809,other,12387.08337,0
18626,27,M,1.0,78,32969,0,0,Rent,85083,9/9/2016,Friday,Highway,0,0.0,97,Broker,1,6520.05631,5.0,Large,24146.83274,other,43250.91696,0
18627,45,F,1.0,78,38050,1,1,Own,50021,4/5/2016,Tuesday,Local,0,0.0,22,Broker,0,2235.691687,4.0,Medium,42768.28811,red,40051.11458,1
18628,62,M,0.0,77,41267,0,1,Rent,85074,11/12/2015,Thursday,Local,0,0.0,98,Broker,0,5139.709086,2.0,Large,18415.27291,white,20471.3863,0
18629,52,F,1.0,76,39496,1,1,Rent,85023,4/4/2015,Saturday,Highway,0,0.0,43,Phone,1,4814.15586,6.0,Compact,24397.05703,other,13149.90074,0
18630,43,F,1.0,80,37612,0,0,Own,15027,9/20/2016,Tuesday,Highway,0,0.0,31,Phone,1,6242.150955,5.0,Medium,24643.32337,red,16438.63802,1
18631,63,F,1.0,92,41445,1,1,Own,15032,5/28/2016,Saturday,Local,1,0.0,6,Phone,1,12568.41014,4.0,Compact,29203.01293,other,8666.47192,0
18632,39,M,1.0,71,36643,1,1,Own,85048,2/27/2015,Friday,Local,0,0.0,50,Broker,1,8333.216288,8.0,Medium,9486.925252,other,9433.563831,0
18633,38,M,0.0,94,36374,0,1,Own,80036,3/8/2016,Tuesday,Local,0,0.0,10,Broker,0,3976.834132,2.0,Compact,15715.95679,silver,27809.827360000003,0
18634,36,F,1.0,88,35833,0,1,Rent,50026,8/26/2016,Friday,Local,0,0.0,0,Phone,0,3976.251482,2.0,Compact,24239.51674,blue,14083.11054,0
18635,37,F,1.0,97,36121,1,0,Own,20103,4/13/2016,Wednesday,Highway,0,0.0,50,Broker,1,5332.414094,3.0,Compact,18722.03499,blue,29103.78497,0
18636,39,F,1.0,84,36629,1,0,Own,80106,8/9/2015,Sunday,Parking Lot,1,0.0,32,Phone,1,10643.70154,7.0,Compact,6552.642785,blue,29439.763280000003,0
18637,44,M,0.0,70,37834,1,1,Rent,80031,11/21/2015,Saturday,Highway,0,1.0,91,Broker,0,7711.452751000001,8.0,Compact,25326.6119,gray,6705.232463,0
18638,69,M,0.0,81,42344,1,1,Rent,50044,11/22/2015,Sunday,Local,0,0.0,50,Phone,0,4097.915713,5.0,Compact,10494.07431,red,13562.609380000002,0
18639,37,F,1.0,87,36093,1,1,Own,20136,10/13/2016,Thursday,Highway,0,0.0,96,Broker,0,6353.481507,8.0,Large,15231.028230000002,red,42690.51995,1
18640,26,M,0.0,85,32568,1,1,Rent,50054,4/20/2016,Wednesday,Highway,2,1.0,45,Broker,1,5787.015073,4.0,Compact,18781.81233,white,18346.58756,0
18641,40,F,1.0,80,36905,0,0,Own,50006,2/17/2016,Wednesday,Local,1,1.0,29,Phone,0,7693.638217000001,10.0,Large,31501.99277,white,35943.66017,1
18642,39,M,0.0,79,36624,1,0,Rent,15022,2/14/2015,Saturday,Highway,0,0.0,82,Phone,1,4475.672615,3.0,Large,8979.025628,black,8351.082396,0
18643,31,M,1.0,71,34366,0,0,Own,20128,11/28/2016,Monday,Parking Lot,1,0.0,23,Phone,0,1698.76185,5.0,Compact,23253.23948,silver,8965.974333,0
18644,43,F,1.0,95,37626,1,0,Own,85069,1/17/2016,Sunday,Highway,0,0.0,53,Broker,0,4492.221163,2.0,Large,25377.09986,black,32895.18705,0
18645,50,F,1.0,92,39135,1,1,Rent,50049,12/31/2016,Saturday,Parking Lot,0,0.0,90,Broker,1,12385.57127,5.0,Medium,46418.20624,silver,21157.31362,0
18646,41,M,1.0,30,37147,0,1,Rent,20104,4/6/2015,Monday,Local,1,0.0,98,Broker,1,5437.659547,3.0,Compact,17217.41177,red,19273.460430000003,0
18647,48,M,0.0,53,38728,0,0,Own,85054,6/15/2015,Monday,Parking Lot,0,0.0,17,Phone,0,5166.480902,7.0,Compact,46287.90421,black,13041.3692,0
